Prior ID,Heterogeneity statistic,Data Type,Effect Measure,Distribution form,Type of Intervention,Nature of Outcome,Medical area,Average Sample Size,Mean,SD,Median,2.5% Quantile,97.5% Quantile,Notes,Reference
597,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Subjective,Respiratory disease,<50,-0.7,2.24,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
598,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Obstetric,Respiratory disease,>50,-1.07,1.81,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
599,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Resource use/hospital stay/process,Respiratory disease,>50,-0.64,2.54,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
600,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Internal/external structure related outcomes,Respiratory disease,>50,-0.17,2.05,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
601,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Physical health/adverse event/pain/quality of life/functioning,Respiratory disease,>50,-0.75,2.13,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
602,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Signs/symptoms reflecting continuation/end of condition and infection/onset of new acute/chronic disease,Respiratory disease,>50,-0.49,2.06,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
603,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Mental health indicators,Respiratory disease,>50,-0.59,1.77,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
604,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Biological markers,Respiratory disease,>50,-0.92,2.49,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
605,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs placebo/control,Subjective,Respiratory disease,>50,0.108,2.27,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
606,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Obstetric,Respiratory disease,>50,-1.62,1.73,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
607,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Resource use/hospital stay/process,Respiratory disease,>50,-1.19,2.48,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
608,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Internal/external structure related outcomes,Respiratory disease,>50,-0.72,2.03,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
609,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Physical health/adverse event/pain/quality of life/functioning,Respiratory disease,>50,-1.3,2.1,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
610,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Signs/symptoms reflecting continuation/end of condition and infection/onset of new acute/chronic disease,Respiratory disease,>50,-1.04,2.052,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
611,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Mental health indicators,Respiratory disease,>50,-1.14,1.7,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
612,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Biological markers,Respiratory disease,>50,-1.47,2.42,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
613,I-squared,Continuous,Mean difference,Logit-t,Pharmacological vs pharmacological,Subjective,Respiratory disease,>50,-0.47,2.2,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
614,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Obstetric,Respiratory disease,>50,-1.11,1.75,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
615,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Resource use/hospital stay/process,Respiratory disease,>50,-0.67,2.54,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
616,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Internal/external structure related outcomes,Respiratory disease,>50,-0.21,2.06,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
617,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Physical health/adverse event/pain/quality of life/functioning,Respiratory disease,>50,-0.79,2.14,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
618,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Signs/symptoms reflecting continuation/end of condition and infection/onset of new acute/chronic disease,Respiratory disease,>50,-0.52,2.04,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
619,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Mental health indicators,Respiratory disease,>50,-0.62,1.73,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
620,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Biological markers,Respiratory disease,>50,-0.95,2.46,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
621,I-squared,Continuous,Mean difference,Logit-t,Non-pharmacological vs any,Subjective,Respiratory disease,>50,0.05,2.24,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
622,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs placebo/control,All-cause mortality,Any,<50,-7.34,4.81,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
623,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs placebo/control,Semi-objective,Any,<50,-2.81,3.21,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
624,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs placebo/control,Subjective,Any,<50,-1.12,2.04,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
625,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs pharmacological,All-cause mortality,Any,<50,-7.84,4.6,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
626,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs pharmacological,Semi-objective,Any,<50,-3.31,2.92,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
627,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs pharmacological,Subjective,Any,<50,-1.62,1.52,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
628,I-squared,Other,Mixed outcome data,Logit-t,Non-pharmacological (any),All-cause mortality,Any,<50,-7.41,4.92,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
629,I-squared,Other,Mixed outcome data,Logit-t,Non-pharmacological (any),Semi-objective,Any,<50,-2.88,3.41,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
630,I-squared,Other,Mixed outcome data,Logit-t,Non-pharmacological (any),Subjective,Any,<50,-1.19,2.35,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
631,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs placebo/control,All-cause mortality,Any,50-200,-7.36,4.81,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
632,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs placebo/control,Semi-objective,Any,50-200,-2.83,3.23,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
633,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs placebo/control,Subjective,Any,50-200,-1.14,2.03,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
634,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs pharmacological,All-cause mortality,Any,50-200,-7.87,4.6,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
635,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs pharmacological,Semi-objective,Any,50-200,-3.33,2.95,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
636,I-squared,Other,Mixed outcome data,Logit-t,Pharmacological vs pharmacological,Subjective,Any,50-200,-1.64,1.52,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
637,I-squared,Other,Mixed outcome data,Logit-t,Non-pharmacological (any),All-cause mortality,Any,50-200,-7.43,4.93,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
638,I-squared,Other,Mixed outcome data,Logit-t,Non-pharmacological (any),Semi-objective,Any,50-200,-2.9,3.44,None,None,None,None ,"Rhodes, Kirsty M., Rebecca M. Turner, and Julian PT Higgins. ""Empirical evidence about inconsistency among studies in a pair-wise meta-analysis."" Research Synthesis Methods 7, no. 4 (2016): 346-370."
